RunDate,Service Provider,ConsentID or Water Group,Activity Number,Meters,Type,Limit,Max Use,Percent Over Limit,Date of Highest Overage,Date of Earliest Non-compliance,Date of Latest Non-compliance
26-Jan-2019,Loncel,CRC142419,CRC142419-1,K38/2344-M1 + K38/2344-M2,21 day Volume,56948.0 m3,83960.0 m3,47.40%,19-Jan-2019 00:00:00,12-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC141082,CRC141082-1,L36/0448-M1,Take Rate,10.0 l/s,14.0 l/s,40.00%,23-Jan-2019 08:45:00,20-Jan-2019 13:00:00,24-Jan-2019 09:45:00
26-Jan-2019,DataCol,CRC141082,CRC141082-1,L36/0448-M1,7 day Volume,700.0 m3,1638.8 m3,134.10%,25-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC136473,CRC136473-1,I40/0626-M1 + I40/0626-M2 + I40/0626-M3,Take Rate,28.0 l/s,185.3 l/s,561.60%,23-Jan-2019 03:30:00,18-Jan-2019 00:00:00,24-Jan-2019 23:45:00
26-Jan-2019,WaterCheck,CRC135780,CRC135780-1,M35/8344-M1 + M35/8345-M1,Take Rate,50.0 l/s,79.4 l/s,58.90%,21-Jan-2019 04:15:00,19-Jan-2019 16:00:00,23-Jan-2019 20:30:00
26-Jan-2019,WaterCheck,CRC122250,CRC122250-1,N32/0438-M1,Take Rate,27.5 l/s,70.4 l/s,156.10%,19-Jan-2019 08:45:00,18-Jan-2019 00:00:00,24-Jan-2019 11:00:00
26-Jan-2019,WaterCheck,CRC122250,CRC122250-1,N32/0438-M1,1 day Volume,2376.0 m3,6006.0 m3,152.80%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,ECS,CRC121816,CRC121816-2,K38/1437-M1,Take Rate,28.1 l/s,30.0 l/s,6.80%,20-Jan-2019 22:30:00,20-Jan-2019 22:30:00,25-Jan-2019 09:00:00
26-Jan-2019,Boraman,CRC112053,CRC112053-1,K38/0972-M1 + K38/1544-M1,Take Rate,133.0 l/s,843.5 l/s,534.20%,19-Jan-2019 11:30:00,18-Jan-2019 00:00:00,25-Jan-2019 00:45:00
26-Jan-2019,Boraman,CRC112053,CRC112053-1,K38/0972-M1 + K38/1544-M1,1 day Volume,11491.0 m3,40268.0 m3,250.40%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC112053,CRC112053-1,K38/0972-M1 + K38/1544-M1,Water Year Volume,1257456.0 m3,5832171.0 m3,363.80%,25-Jan-2019 00:45:00,18-Jan-2019 00:00:00,25-Jan-2019 00:45:00
26-Jan-2019,ECS,CRC110293,CRC110293-1,J38/0743-M1,Take Rate,500.0 l/s,511.0 l/s,2.20%,25-Jan-2019 05:30:00,11-Jan-2019 00:00:00,25-Jan-2019 11:00:00
26-Jan-2019,ECS,CRC110293,CRC110293-1,J38/0743-M1,Take Rate - Low Flow Ban,0 l/s,499.1 l/s,-,25-Jan-2019 00:45:00,11-Jan-2019 00:00:00,25-Jan-2019 11:00:00
26-Jan-2019,Boraman,CRC072619.5,CRC072619.5-1,L36/2456-M1,Take Rate,70.0 l/s,71.0 l/s,1.40%,24-Jan-2019 07:30:00,30-Dec-2018 08:00:00,24-Jan-2019 08:00:00
26-Jan-2019,Boraman,CRC072619.5,CRC072619.5-1,L36/2456-M1,Take Rate - Low Flow Ban,0 l/s,2.8 l/s,-,30-Dec-2018 08:00:00,30-Dec-2018 08:00:00,30-Dec-2018 08:45:00
26-Jan-2019,Watermetrics,CRC061909.1,CRC061909.1-1,L37/1480-M1,Take Rate,30.0 l/s,34.3 l/s,14.40%,18-Jan-2019 14:00:00,18-Jan-2019 13:45:00,18-Jan-2019 14:45:00
26-Jan-2019,DataCol,CRC050198.2,CRC050198.2-1,L36/2120-M1,Take Rate,38.0 l/s,54.6 l/s,43.60%,21-Jan-2019 09:45:00,21-Jan-2019 09:00:00,24-Jan-2019 19:30:00
26-Jan-2019,DataCol,CRC050198.2,CRC050198.2-1,L36/2120-M1,Take Rate - Low Flow Ban,0 l/s,34.3 l/s,-,24-Jan-2019 19:00:00,24-Jan-2019 19:00:00,24-Jan-2019 19:30:00
26-Jan-2019,Aqualinc,CRC042726,CRC042726-1,L36/1737-M1,Take Rate,16.0 l/s,31.7 l/s,97.90%,20-Jan-2019 20:02:00,18-Jan-2019 00:00:00,25-Jan-2019 05:51:00
26-Jan-2019,Aqualinc,CRC042726,CRC042726-1,L36/1737-M1,1 day Volume,1251.0 m3,2488.1 m3,98.90%,22-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC041857,CRC041857-1,L36/1862-M1,Take Rate,17.0 l/s,19.0 l/s,11.90%,21-Jan-2019 10:30:00,21-Jan-2019 10:00:00,21-Jan-2019 18:00:00
26-Jan-2019,Loncel,CRC031286.4,CRC031286.4-1,L36/1712-M1 + L36/1713-M1,Take Rate,120.0 l/s,146.1 l/s,21.70%,20-Jan-2019 07:15:00,19-Jan-2019 15:44:30,21-Jan-2019 07:30:00
26-Jan-2019,WaterCheck,CRC030736,CRC030736-1,N32/0280-M1,Take Rate,23.0 l/s,23.2 l/s,0.80%,23-Jan-2019 10:30:00,23-Jan-2019 10:15:00,24-Jan-2019 02:45:00
26-Jan-2019,WaterCheck,CRC021422.1,CRC021422.1-1,N34/0302-M1,Take Rate,0.3 l/s,8.1 l/s,2585.20%,18-Jan-2019 20:45:00,18-Jan-2019 00:00:00,24-Jan-2019 12:30:00
26-Jan-2019,WaterCheck,CRC021422.1,CRC021422.1-1,N34/0302-M1,1 day Volume,26.0 m3,693.2 m3,2566.20%,23-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC020256.1,CRC020256.1-1,M37/0401-M1,Take Rate,7.8 l/s,13.3 l/s,70.90%,24-Jan-2019 19:15:00,24-Jan-2019 18:30:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC011915,CRC011915-1,N34/0062-M1 + N34/0086-M1,Take Rate,23.0 l/s,26.1 l/s,13.50%,20-Jan-2019 22:00:00,18-Jan-2019 22:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC010784.2,CRC010784.2-1,L36/1471-M1,Take Rate,54.0 l/s,58.5 l/s,8.30%,24-Jan-2019 10:30:00,22-Jan-2019 15:15:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC001742.1,CRC001742.1-1,M35/6733-M1,1 day Volume,238.0 m3,311.6 m3,30.90%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC000376.3,CRC000376.3-1,L36/1429-M1 + L36/1431-M1,Take Rate - Low Flow Ban,0 l/s,4.6 l/s,-,19-Jan-2019 12:45:00,19-Jan-2019 08:15:00,20-Jan-2019 22:00:00
26-Jan-2019,WaterCheck,CRC000056.4,CRC000056.4-1,N34/0127-M1,1 day Volume,6.8 m3,83.5 m3,1127.90%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,22-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC991947.2,CRC991947.2-1,K37/2578-M1,Take Rate,38.0 l/s,46.8 l/s,23.20%,23-Jan-2019 09:45:00,10-Jan-2019 02:15:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC991141,CRC991141-1,K38/0787-M1,Take Rate,8.0 l/s,8.1 l/s,0.70%,22-Jan-2019 12:15:00,22-Jan-2019 12:15:00,22-Jan-2019 14:00:00
26-Jan-2019,Boraman,CRC991009A,CRC991009A-1,K38/0777-M1,1 day Volume,4000.0 m3,4234.0 m3,5.80%,21-Jan-2019 00:00:00,20-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC990901.3,CRC990901.3-1,L36/2120-M1,Take Rate,17.9 l/s,35.1 l/s,96.30%,15-Jan-2019 12:15:00,11-Jan-2019 00:00:00,24-Jan-2019 18:45:00
26-Jan-2019,Boraman,CRC990869B.1,CRC990869B.1-1,K38/0339-M1,1 day Volume,692.0 m3,1253.0 m3,81.10%,25-Jan-2019 00:00:00,24-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC982063.2,CRC982063.2-1,M35/6733-M1,1 day Volume,238.0 m3,311.6 m3,30.90%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC980691,CRC980691-1,L36/0895-M1,14 day Volume,33534.0 m3,33804.0 m3,0.80%,18-Jan-2019 00:00:00,18-Jan-2019 00:00:00,18-Jan-2019 00:00:00
26-Jan-2019,AgHub/FarmWorks,CRC971074.2,CRC971074.2-1,K37/0419-M1,Take Rate,15.3 l/s,47.5 l/s,210.50%,21-Jan-2019 19:45:00,18-Jan-2019 10:30:00,23-Jan-2019 16:15:00
26-Jan-2019,AgHub/FarmWorks,CRC971074.2,CRC971074.2-2,K37/0419-M1,Take Rate,30.6 l/s,47.5 l/s,55.20%,21-Jan-2019 19:45:00,18-Jan-2019 11:15:00,23-Jan-2019 15:15:00
26-Jan-2019,DataCol,CRC970828.1,CRC970828.1-1,L36/2096-M1,Take Rate - Low Flow Ban,0 l/s,0.1 l/s,-,19-Jan-2019 07:00:00,19-Jan-2019 07:00:00,20-Jan-2019 17:15:00
26-Jan-2019,Loncel,CRC961265,CRC961265-1,L37/0594-M1,Take Rate,17.0 l/s,17.5 l/s,2.90%,23-Jan-2019 11:00:00,18-Jan-2019 00:00:00,25-Jan-2019 14:00:00
26-Jan-2019,Loncel,CRC961265,CRC961265-1,L37/0594-M1,1 day Volume,1408.0 m3,1482.0 m3,5.30%,24-Jan-2019 00:00:00,24-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC951530,CRC951530-1,K36/0921-M1,7 day Volume,5500.0 m3,5880.0 m3,6.90%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC951084.4,CRC951084.4-1,I40/0548-M1,Take Rate,45.0 l/s,83.3 l/s,85.20%,24-Jan-2019 09:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC951084.4,CRC951084.4-1,I40/0548-M1,1 day Volume,1944.0 m3,6528.0 m3,235.80%,24-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC941273.3,CRC941273.3-1,L36/0897-M1 + L36/0903-M1 + L36/0903-M2,Take Rate,91.0 l/s,91.4 l/s,0.40%,21-Jan-2019 15:15:00,21-Jan-2019 15:15:00,21-Jan-2019 15:45:00
26-Jan-2019,WaterCheck,CRC191711,CRC191711-1,BX23/0832-M1,Water Year Volume,75264.7 m3,101643.3 m3,35.00%,23-Jan-2019 21:45:00,18-Jan-2019 00:00:00,24-Jan-2019 12:00:00
26-Jan-2019,WaterCheck,CRC191612,CRC191612-1,L37/0614-M1,Take Rate,30.0 l/s,30.4 l/s,1.40%,11-Jan-2019 00:15:00,11-Jan-2019 00:00:00,11-Jan-2019 10:45:00
26-Jan-2019,WaterCheck,CRC191612,CRC191612-1,L37/0614-M1,14 day Volume,25920.0 m3,27001.0 m3,4.20%,22-Jan-2019 00:00:00,21-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,ECS,CRC180546,CRC180546-1,J41/0247-M1,Take Rate,80.0 l/s,83009.7 l/s,103662.20%,25-Jan-2019 11:15:00,20-Jan-2019 06:45:00,25-Jan-2019 13:00:00
26-Jan-2019,Harvest,CRC173737,CRC173737-1,O33/0113-M1,Take Rate,23.0 l/s,23.3 l/s,1.40%,15-Jan-2019 21:00:00,15-Jan-2019 20:40:00,21-Jan-2019 02:10:00
26-Jan-2019,Harvest,CRC173737,CRC173737-1,O33/0113-M1,Water Year Volume,171900.0 m3,8806675.0 m3,5023.10%,25-Jan-2019 11:40:00,15-Jan-2019 00:00:00,25-Jan-2019 11:40:00
26-Jan-2019,Boraman,CRC173181,CRC173181-1,I39/0023-M1,Take Rate,15.0 l/s,166.4 l/s,1009.30%,18-Jan-2019 00:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC173181,CRC173181-1,I39/0023-M1,7 day Volume,9100.0 m3,52272.0 m3,474.40%,22-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC171834,CRC171834-1,M36/0436-M1,Take Rate,5.0 l/s,21.5 l/s,330.60%,10-Jan-2019 02:15:00,10-Jan-2019 00:45:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC171834,CRC171834-1,M36/0436-M1,15 day Volume,5895.0 m3,15958.2 m3,170.70%,25-Jan-2019 00:00:00,17-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC163182,CRC163182-1,K37/0895-M1,Take Rate,24.9 l/s,26.7 l/s,7.10%,18-Jan-2019 10:00:00,18-Jan-2019 09:45:00,25-Jan-2019 00:00:00
26-Jan-2019,Loncel,CRC161549,CRC161549-1,CA19/0006-M1,Take Rate,70.0 l/s,77.4 l/s,10.60%,23-Jan-2019 11:00:00,22-Jan-2019 17:00:00,24-Jan-2019 10:45:00
26-Jan-2019,,CRC150615,CRC150615-1,K37/2182-M1 + K37/2572-M1,Take Rate,31.0 l/s,74.7 l/s,141.00%,24-Jan-2019 09:15:00,18-Jan-2019 00:00:00,24-Jan-2019 19:45:00
26-Jan-2019,,CRC150615,CRC150615-1,K37/2182-M1 + K37/2572-M1,5 day Volume,13382.1 m3,23544.0 m3,75.90%,25-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC144906,CRC144906-1,K38/0481-M1 + K38/0482-M1 + K38/0482-M2,Take Rate,67.8 l/s,87.1 l/s,28.40%,22-Jan-2019 15:15:00,18-Jan-2019 00:00:00,24-Jan-2019 23:45:00
26-Jan-2019,Boraman,CRC144906,CRC144906-2,K38/0734-M1 + K38/0734-M2,Take Rate,41.0 l/s,41.3 l/s,0.60%,20-Jan-2019 17:00:00,20-Jan-2019 17:00:00,22-Jan-2019 20:00:00
26-Jan-2019,Boraman,CRC144906,CRC144906-2,K38/0734-M1 + K38/0734-M2,7 day Volume,18998.0 m3,20312.0 m3,6.90%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC141292,CRC141292-1,M35/9103-M1,Take Rate,30.0 l/s,36.9 l/s,23.10%,24-Jan-2019 03:45:00,18-Jan-2019 13:00:00,25-Jan-2019 00:00:00
26-Jan-2019,,CRC131607,CRC131607-1,K38/0650-M1 + K38/0681-M1 + K38/0711-M1 + K38/1548-M1,Take Rate,110.2 l/s,127.0 l/s,15.20%,18-Jan-2019 09:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:15:00
26-Jan-2019,Watermetrics,CRC122460,CRC122460-1,L36/2459-M1 + L36/2460-M1,Take Rate,120.0 l/s,126.0 l/s,5.00%,22-Jan-2019 04:45:00,21-Jan-2019 10:45:00,22-Jan-2019 13:15:00
26-Jan-2019,WaterCheck,CRC111076.2,CRC111076.2-1,M36/20625-M1 + M36/7760-M1,Take Rate,65.0 l/s,72.1 l/s,10.90%,18-Jan-2019 16:00:00,18-Jan-2019 04:30:00,24-Jan-2019 11:15:00
26-Jan-2019,Boraman,CRC092067.1,CRC092067.1-1,I37/0058-M1,Water Year Volume,28800.0 m3,318628.0 m3,1006.30%,25-Jan-2019 02:00:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,WaterCheck,CRC082932,CRC082932-1,M35/11078-M1 + M35/7539-M1 + M35/7540-M1,Take Rate,89.1 l/s,635.1 l/s,612.80%,20-Jan-2019 18:00:00,19-Jan-2019 15:15:00,24-Jan-2019 12:30:00
26-Jan-2019,WaterCheck,CRC082932,CRC082932-1,M35/11078-M1 + M35/7539-M1 + M35/7540-M1,Water Year Volume,738720.0 m3,798930.6 m3,8.20%,24-Jan-2019 11:30:00,21-Jan-2019 08:15:00,24-Jan-2019 15:00:00
26-Jan-2019,Prosol,CRC060099.2,CRC060099.2-1,J37/0233-M1 + J37/0239-M1 + J37/0239-M2 + J37/0239-M3 + J37/0239-M4,Take Rate - Low Flow Ban,0 l/s,223.5 l/s,-,23-Jan-2019 10:15:00,18-Jan-2019 00:00:00,25-Jan-2019 04:30:00
26-Jan-2019,DataCol,CRC041319,CRC041319-1,K36/0601-M1,1 day Volume,4675.0 m3,4717.0 m3,0.90%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,21-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC040201.1,CRC040201.1-1,N34/0304-M1,Take Rate,20.0 l/s,10525.8 l/s,52528.90%,19-Jan-2019 04:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC040201.1,CRC040201.1-1,N34/0304-M1,1 day Volume,1120.0 m3,313819.9 m3,27919.60%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC020873.1,CRC020873.1-1,N32/0364-M1,Take Rate,20.0 l/s,20.4 l/s,2.10%,20-Jan-2019 13:00:00,20-Jan-2019 12:30:00,20-Jan-2019 18:00:00
26-Jan-2019,Boraman,CRC012163,CRC012163-1,J38/0505-M1 + J38/0505-M2,Take Rate,16.5 l/s,28.9 l/s,75.10%,20-Jan-2019 14:45:00,18-Jan-2019 00:00:00,25-Jan-2019 03:45:00
26-Jan-2019,Boraman,CRC012163,CRC012163-1,J38/0505-M1 + J38/0505-M2,1 day Volume,1325.0 m3,2442.0 m3,84.30%,25-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC010344.3,CRC010344.3-1,M36/6036-M1,Take Rate,34.6 l/s,38.3 l/s,10.80%,23-Jan-2019 17:45:00,18-Jan-2019 00:00:00,24-Jan-2019 14:00:00
26-Jan-2019,Watermetrics,CRC010344.3,CRC010344.3-1,M36/6036-M1,1 day Volume,2989.0 m3,3160.0 m3,5.70%,21-Jan-2019 00:00:00,20-Jan-2019 00:00:00,21-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC000346.1,CRC000346.1-1,K37/3123-M1,Take Rate,20.0 l/s,28.9 l/s,44.40%,20-Jan-2019 21:15:00,20-Jan-2019 17:15:00,22-Jan-2019 08:15:00
26-Jan-2019,Boraman,CRC991009B,CRC991009B-1,K38/0777-M1,7 day Volume,1383.0 m3,30038.0 m3,2071.90%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC971340.1,CRC971340.1-1,M35/18837-M1,Take Rate,4.0 l/s,5.1 l/s,27.40%,24-Jan-2019 11:00:00,24-Jan-2019 10:15:00,24-Jan-2019 13:45:00
26-Jan-2019,Boraman,CRC970050.4,CRC970050.4-1,L36/1176-M1 + L36/1177-M1 + L36/1178-M1,Take Rate,170.1 l/s,178.3 l/s,4.80%,20-Jan-2019 02:15:00,19-Jan-2019 20:45:00,24-Jan-2019 12:15:00
26-Jan-2019,Watermetrics,CRC940471.3,CRC940471.3-1,M36/3760-M1,7 day Volume,2756.0 m3,3345.9 m3,21.40%,22-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC921550C,CRC921550C-1,K37/0386-M1,Take Rate,47.5 l/s,61.3 l/s,28.90%,23-Jan-2019 12:45:00,23-Jan-2019 12:00:00,23-Jan-2019 13:45:00
26-Jan-2019,,CRC190832,CRC190832-1,L36/1232-M1 + L36/1994-M1,Take Rate,50.6 l/s,101.1 l/s,99.80%,19-Jan-2019 21:30:00,18-Jan-2019 00:00:00,24-Jan-2019 23:15:00
26-Jan-2019,,CRC190832,CRC190832-1,L36/1232-M1 + L36/1994-M1,1 day Volume,4185.0 m3,5540.6 m3,32.40%,20-Jan-2019 00:00:00,20-Jan-2019 00:00:00,21-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC182406,CRC182406-2,BY21/0223-M1,Take Rate,48.3 l/s,72.5 l/s,50.10%,23-Jan-2019 00:15:00,21-Jan-2019 12:15:00,23-Jan-2019 12:15:00
26-Jan-2019,WaterCheck,CRC181757,CRC181757-2,BW22/0087-M1 + L35/0864-M1,Take Rate,40.0 l/s,1006.3 l/s,2415.80%,24-Oct-2018 10:00:00,24-Oct-2018 08:44:55,24-Oct-2018 10:30:00
26-Jan-2019,Watermetrics,CRC181515,CRC181515-1,L37/0080-M1,Take Rate,45.0 l/s,52.5 l/s,16.80%,19-Jan-2019 06:00:00,19-Jan-2019 05:45:00,19-Jan-2019 06:00:00
26-Jan-2019,Watermetrics,CRC181515,CRC181515-1,L37/0080-M1,7 day Volume,26082.0 m3,110332.9 m3,323.00%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,22-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC180514,CRC180514-1,J41/0062-M1,Take Rate,19.0 l/s,30.8 l/s,62.20%,22-Jan-2019 23:15:00,10-Jan-2019 09:45:00,23-Jan-2019 12:15:00
26-Jan-2019,Aqualinc,CRC175041,CRC175041-1,L36/1737-M1,Take Rate,16.0 l/s,31.7 l/s,97.90%,20-Jan-2019 20:02:00,18-Jan-2019 00:00:00,25-Jan-2019 05:51:00
26-Jan-2019,Aqualinc,CRC175041,CRC175041-1,L36/1737-M1,1 day Volume,1251.0 m3,2488.1 m3,98.90%,22-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC173182,CRC173182-1,I39/0023-M1,Take Rate,60.0 l/s,166.4 l/s,177.30%,18-Jan-2019 00:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC173182,CRC173182-1,I39/0023-M1,Take Rate - Low Flow Ban,0 l/s,57.9 l/s,-,20-Jan-2019 14:30:00,18-Jan-2019 23:30:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC173182,CRC173182-1,I39/0023-M1,1 day Volume,5184.0 m3,13303.0 m3,156.60%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,21-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC171901,CRC171901-1,N34/0351-M1,Take Rate,10.0 l/s,13.0 l/s,30.10%,18-Jan-2019 13:15:00,18-Jan-2019 13:00:00,24-Jan-2019 12:00:00
26-Jan-2019,WaterCheck,CRC171901,CRC171901-1,N34/0351-M1,1 day Volume,864.0 m3,974.8 m3,12.80%,23-Jan-2019 00:00:00,23-Jan-2019 00:00:00,23-Jan-2019 00:00:00
26-Jan-2019,,CRC171813,CRC171813-3,M36/2016-M1 + M36/7369-M1,Take Rate,45.2 l/s,53.5 l/s,18.30%,13-Jan-2019 16:00:00,13-Jan-2019 12:45:00,13-Jan-2019 16:45:00
26-Jan-2019,WaterCheck,CRC170218,CRC170218-1,BV26/0001-M1,Take Rate,120.0 l/s,120.6 l/s,0.50%,23-Jan-2019 12:00:00,23-Jan-2019 11:30:00,23-Jan-2019 12:15:00
26-Jan-2019,DataCol,CRC169596,CRC169596-1,N33/0266-M1,Take Rate,32.0 l/s,36.0 l/s,12.40%,17-Jan-2019 10:00:00,16-Jan-2019 19:00:00,24-Jan-2019 23:15:00
26-Jan-2019,WaterCheck,CRC164729,CRC164729-1,L35/0986-M1 + L35/0987-M1,Take Rate,19.0 l/s,24.2 l/s,27.20%,23-Jan-2019 16:15:00,15-Jan-2019 00:00:00,24-Jan-2019 23:15:00
26-Jan-2019,WaterCheck,CRC164729,CRC164729-1,L35/0986-M1 + L35/0987-M1,10 day Volume,17270.0 m3,17376.0 m3,0.60%,23-Jan-2019 00:00:00,22-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC164619,CRC164619-1,M35/2601-M1,Take Rate,10.6 l/s,12.2 l/s,14.90%,22-Jan-2019 11:15:00,18-Jan-2019 10:30:00,24-Jan-2019 10:15:00
26-Jan-2019,DataCol,CRC164250,CRC164250-1,BY20/0107-M1,Take Rate,34.7 l/s,38.3 l/s,10.50%,23-Jan-2019 09:45:00,10-Jan-2019 02:15:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC163590,CRC163590-1,BZ19/0001-M1,1 day Volume,52.0 m3,146.0 m3,180.70%,21-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC163370,CRC163370-1,L36/1900-M1,Take Rate,42.0 l/s,49.2 l/s,17.10%,24-Jan-2019 12:15:00,21-Jan-2019 10:45:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC160758,CRC160758-1,BV24/0032-M1,Take Rate,100.0 l/s,106.0 l/s,6.00%,02-Jan-2019 10:45:00,02-Jan-2019 10:30:00,16-Jan-2019 08:00:00
26-Jan-2019,Boraman,CRC157793,CRC157793-1,BY22/0015-M1 + BY22/0018-M1 + BY22/0019-M1 + BY22/0019-M2 + BY22/0019-M3,Take Rate,15.0 l/s,180.4 l/s,1102.80%,23-Jan-2019 15:15:00,19-Jan-2019 07:30:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC157793,CRC157793-1,BY22/0015-M1 + BY22/0018-M1 + BY22/0019-M1 + BY22/0019-M2 + BY22/0019-M3,Take Rate - Low Flow Ban,0 l/s,14.9 l/s,-,19-Jan-2019 09:00:00,19-Jan-2019 07:30:00,19-Jan-2019 09:00:00
26-Jan-2019,Boraman,CRC157078,CRC157078-1,M36/4108-M1,1 day Volume,864.0 m3,1037.0 m3,20.00%,21-Jan-2019 00:00:00,20-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC153817,CRC153817-2,J38/0776-M1,Take Rate,17.3 l/s,34.9 l/s,101.50%,21-Jan-2019 15:00:00,18-Jan-2019 00:00:00,24-Jan-2019 23:00:00
26-Jan-2019,Watermetrics,CRC147332,CRC147332-2,M36/0771-M1 + M36/2650-M1 + M36/4041-M1 + M36/4988-M1,Take Rate,67.9 l/s,93.8 l/s,38.10%,22-Jan-2019 10:00:00,21-Jan-2019 16:15:00,23-Jan-2019 05:30:00
26-Jan-2019,Watermetrics,CRC145770,CRC145770-1,K37/1525-M1 + K37/2438-M1,Take Rate,90.1 l/s,95.8 l/s,6.40%,20-Jan-2019 21:30:00,20-Jan-2019 21:30:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC145770,CRC145770-1,K37/1525-M1 + K37/2438-M1,3 day Volume,23328.0 m3,23635.0 m3,1.30%,24-Jan-2019 00:00:00,24-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC141293,CRC141293-2,M36/1962-M1,Take Rate,35.0 l/s,36.7 l/s,4.80%,20-Jan-2019 10:00:00,20-Jan-2019 09:45:00,20-Jan-2019 10:15:00
26-Jan-2019,Boraman,CRC140903,CRC140903-1,K36/0638-M1 + K36/0639-M1,Take Rate,70.0 l/s,89.2 l/s,27.40%,18-Jan-2019 00:00:00,18-Jan-2019 00:00:00,18-Jan-2019 04:15:00
