ID,ConsentID or Water Group,IgnoreReasonID,Comment,CreatedBy,StartDate,EndDate
2101,CRC162205,Complicated Allocation,Bulk Import 25/01/2119,CH\KatieSi,25/01/2019,30/06/2019
2102,CRC162219,Under 5l/s,Bulk Import 25/01/2120,CH\KatieSi,25/01/2019,30/06/2019
2103,CRC162260,Under 5l/s,Bulk Import 25/01/2121,CH\KatieSi,25/01/2019,30/06/2019
2104,CRC162266,Complicated Allocation,Bulk Import 25/01/2122,CH\KatieSi,25/01/2019,30/06/2019
2105,CRC162268,Complicated Allocation,Bulk Import 25/01/2123,CH\KatieSi,25/01/2019,30/06/2019
2106,CRC162285,Under 5l/s,Bulk Import 25/01/2124,CH\KatieSi,25/01/2019,30/06/2019
2107,CRC162310,Under 5l/s,Bulk Import 25/01/2125,CH\KatieSi,25/01/2019,30/06/2019
2108,CRC162330,Under 5l/s,Bulk Import 25/01/2126,CH\KatieSi,25/01/2019,30/06/2019
2109,CRC162370,Consents with Associated WAPS,Bulk Import 25/01/2127,CH\KatieSi,25/01/2019,30/06/2019
2110,CRC162378,Consents with Associated WAPS,Bulk Import 25/01/2128,CH\KatieSi,25/01/2019,30/06/2019
2111,CRC162428,Under 5l/s,Bulk Import 25/01/2129,CH\KatieSi,25/01/2019,30/06/2019
2112,CRC162488,Consents with Associated WAPS,Bulk Import 25/01/2130,CH\KatieSi,25/01/2019,30/06/2019
2113,CRC162506,Under 5l/s,Bulk Import 25/01/2131,CH\KatieSi,25/01/2019,30/06/2019
2114,CRC162515,Complicated Allocation,Bulk Import 25/01/2132,CH\KatieSi,25/01/2019,30/06/2019
2115,CRC162522,Complicated Allocation,Bulk Import 25/01/2133,CH\KatieSi,25/01/2019,30/06/2019
2116,CRC162541,Complicated Allocation,Bulk Import 25/01/2134,CH\KatieSi,25/01/2019,30/06/2019
2117,CRC162580,Under 5l/s,Bulk Import 25/01/2135,CH\KatieSi,25/01/2019,30/06/2019
2118,CRC162594,Under 5l/s,Bulk Import 25/01/2136,CH\KatieSi,25/01/2019,30/06/2019
2119,CRC162599,Regionally Significant,Bulk Import 25/01/2137,CH\KatieSi,25/01/2019,30/06/2019
2120,CRC162600,Regionally Significant,Bulk Import 25/01/2138,CH\KatieSi,25/01/2019,30/06/2019
2121,CRC162609,Under 5l/s,Bulk Import 25/01/2139,CH\KatieSi,25/01/2019,30/06/2019
2122,CRC162615,Associated Permits Assumed,Bulk Import 25/01/2140,CH\KatieSi,25/01/2019,30/06/2019
2123,CRC162722,Complicated Allocation,Bulk Import 25/01/2141,CH\KatieSi,25/01/2019,30/06/2019
2124,CRC162762,Under 5l/s,Bulk Import 25/01/2142,CH\KatieSi,25/01/2019,30/06/2019
2125,CRC162772,Complicated Allocation,Bulk Import 25/01/2143,CH\KatieSi,25/01/2019,30/06/2019
2126,CRC162997,Complicated Allocation,Bulk Import 25/01/2144,CH\KatieSi,25/01/2019,30/06/2019
2127,CRC163035,Complicated Allocation,Bulk Import 25/01/2145,CH\KatieSi,25/01/2019,30/06/2019
2128,CRC163038,Complicated Allocation,Bulk Import 25/01/2146,CH\KatieSi,25/01/2019,30/06/2019
2129,CRC163168,Under 5l/s,Bulk Import 25/01/2147,CH\KatieSi,25/01/2019,30/06/2019
2130,CRC163169,Associated Permits Confirmed,Bulk Import 25/01/2148,CH\KatieSi,25/01/2019,30/06/2019
2131,CRC163170,Under 5l/s,Bulk Import 25/01/2149,CH\KatieSi,25/01/2019,30/06/2019
2132,CRC163171,Consents with Associated WAPS,Bulk Import 25/01/2150,CH\KatieSi,25/01/2019,30/06/2019
2133,CRC163178,Consents with Associated WAPS,Bulk Import 25/01/2151,CH\KatieSi,25/01/2019,30/06/2019
2134,CRC163182,Associated Permits Assumed,Bulk Import 25/01/2152,CH\KatieSi,25/01/2019,30/06/2019
2135,CRC163200,Under 5l/s,Bulk Import 25/01/2153,CH\KatieSi,25/01/2019,30/06/2019
2136,CRC163206,Under 5l/s,Bulk Import 25/01/2154,CH\KatieSi,25/01/2019,30/06/2019
2137,CRC163227,Consents with Associated WAPS,Bulk Import 25/01/2155,CH\KatieSi,25/01/2019,30/06/2019
2138,CRC163271,Associated Permits Assumed,Bulk Import 25/01/2156,CH\KatieSi,25/01/2019,30/06/2019
2139,CRC163285,Consents with Associated WAPS,Bulk Import 25/01/2157,CH\KatieSi,25/01/2019,30/06/2019
2140,CRC163307,Under 5l/s,Bulk Import 25/01/2158,CH\KatieSi,25/01/2019,30/06/2019
2141,CRC163322,Under 5l/s,Bulk Import 25/01/2159,CH\KatieSi,25/01/2019,30/06/2019
2142,CRC163356,Under 5l/s,Bulk Import 25/01/2160,CH\KatieSi,25/01/2019,30/06/2019
2143,CRC163408,Complicated Allocation,Bulk Import 25/01/2161,CH\KatieSi,25/01/2019,30/06/2019
2144,CRC163429,Regionally Significant,Bulk Import 25/01/2162,CH\KatieSi,25/01/2019,30/06/2019
2145,CRC163433,Under 5l/s,Bulk Import 25/01/2163,CH\KatieSi,25/01/2019,30/06/2019
2146,CRC163452,Under 5l/s,Bulk Import 25/01/2164,CH\KatieSi,25/01/2019,30/06/2019
2147,CRC163454,Under 5l/s,Bulk Import 25/01/2165,CH\KatieSi,25/01/2019,30/06/2019
2148,CRC163472,Associated Permits Assumed,Bulk Import 25/01/2166,CH\KatieSi,25/01/2019,30/06/2019
2149,CRC163485,Under 5l/s,Bulk Import 25/01/2167,CH\KatieSi,25/01/2019,30/06/2019
2150,CRC163587,Regionally Significant,Bulk Import 25/01/2168,CH\KatieSi,25/01/2019,30/06/2019
2151,CRC163597,Complicated Allocation,Bulk Import 25/01/2169,CH\KatieSi,25/01/2019,30/06/2019
2152,CRC163598,Consents with Associated WAPS,Bulk Import 25/01/2170,CH\KatieSi,25/01/2019,30/06/2019
2153,CRC163602,Consents with Associated WAPS,Bulk Import 25/01/2171,CH\KatieSi,25/01/2019,30/06/2019
2154,CRC163644,Complicated Allocation,Bulk Import 25/01/2172,CH\KatieSi,25/01/2019,30/06/2019
2155,CRC163708,Consents with Associated WAPS,Bulk Import 25/01/2173,CH\KatieSi,25/01/2019,30/06/2019
2156,CRC163751,Under 5l/s,Bulk Import 25/01/2174,CH\KatieSi,25/01/2019,30/06/2019
2157,CRC163865,Regionally Significant,Bulk Import 25/01/2175,CH\KatieSi,25/01/2019,30/06/2019
2158,CRC163884,Associated Permits Confirmed,Bulk Import 25/01/2176,CH\KatieSi,25/01/2019,30/06/2019
2159,CRC163891,Regionally Significant,Bulk Import 25/01/2177,CH\KatieSi,25/01/2019,30/06/2019
2160,CRC163896,Under 5l/s,Bulk Import 25/01/2178,CH\KatieSi,25/01/2019,30/06/2019
2161,CRC163946,Consents with Associated WAPS,Bulk Import 25/01/2179,CH\KatieSi,25/01/2019,30/06/2019
2162,CRC163948,Complicated Allocation,Bulk Import 25/01/2180,CH\KatieSi,25/01/2019,30/06/2019
2163,CRC163955,Associated Permits Assumed,Bulk Import 25/01/2181,CH\KatieSi,25/01/2019,30/06/2019
2164,CRC163957,Consents with Associated WAPS,Bulk Import 25/01/2182,CH\KatieSi,25/01/2019,30/06/2019
2165,CRC164009,Regionally Significant,Bulk Import 25/01/2183,CH\KatieSi,25/01/2019,30/06/2019
2166,CRC164016,Under 5l/s,Bulk Import 25/01/2184,CH\KatieSi,25/01/2019,30/06/2019
2167,CRC164109,Under 5l/s,Bulk Import 25/01/2185,CH\KatieSi,25/01/2019,30/06/2019
2168,CRC164111,Under 5l/s,Bulk Import 25/01/2186,CH\KatieSi,25/01/2019,30/06/2019
2169,CRC164112,Under 5l/s,Bulk Import 25/01/2187,CH\KatieSi,25/01/2019,30/06/2019
2170,CRC164142,Regionally Significant,Bulk Import 25/01/2188,CH\KatieSi,25/01/2019,30/06/2019
2171,CRC164172,Under 5l/s,Bulk Import 25/01/2189,CH\KatieSi,25/01/2019,30/06/2019
2172,CRC164187,Regionally Significant,Bulk Import 25/01/2190,CH\KatieSi,25/01/2019,30/06/2019
2173,CRC164202,Consents with Associated WAPS,Bulk Import 25/01/2191,CH\KatieSi,25/01/2019,30/06/2019
2174,CRC164217,Under 5l/s,Bulk Import 25/01/2192,CH\KatieSi,25/01/2019,30/06/2019
2175,CRC164256,Under 5l/s,Bulk Import 25/01/2193,CH\KatieSi,25/01/2019,30/06/2019
2176,CRC164281,Regionally Significant,Bulk Import 25/01/2194,CH\KatieSi,25/01/2019,30/06/2019
2177,CRC164333,Under 5l/s,Bulk Import 25/01/2195,CH\KatieSi,25/01/2019,30/06/2019
2178,CRC164334,Regionally Significant,Bulk Import 25/01/2196,CH\KatieSi,25/01/2019,30/06/2019
2179,CRC164337,Complicated Allocation,Bulk Import 25/01/2197,CH\KatieSi,25/01/2019,30/06/2019
2180,CRC164338,Consents with Associated WAPS,Bulk Import 25/01/2198,CH\KatieSi,25/01/2019,30/06/2019
2181,CRC164368,Associated Permits Assumed,Bulk Import 25/01/2199,CH\KatieSi,25/01/2019,30/06/2019
2182,CRC164489,Under 5l/s,Bulk Import 25/01/2200,CH\KatieSi,25/01/2019,30/06/2019
2183,CRC164527,Complicated Allocation,Bulk Import 25/01/2201,CH\KatieSi,25/01/2019,30/06/2019
2184,CRC164529,Regionally Significant,Bulk Import 25/01/2202,CH\KatieSi,25/01/2019,30/06/2019
2185,CRC164635,Complicated Allocation,Bulk Import 25/01/2203,CH\KatieSi,25/01/2019,30/06/2019
2186,CRC164681,Under 5l/s,Bulk Import 25/01/2204,CH\KatieSi,25/01/2019,30/06/2019
2187,CRC164686,Consents with Associated WAPS,Bulk Import 25/01/2205,CH\KatieSi,25/01/2019,30/06/2019
2188,CRC164689,Complicated Allocation,Bulk Import 25/01/2206,CH\KatieSi,25/01/2019,30/06/2019
2189,CRC164698,Under 5l/s,Bulk Import 25/01/2207,CH\KatieSi,25/01/2019,30/06/2019
2190,CRC164756,Associated Permits Assumed,Bulk Import 25/01/2208,CH\KatieSi,25/01/2019,30/06/2019
2191,CRC164764,Under 5l/s,Bulk Import 25/01/2209,CH\KatieSi,25/01/2019,30/06/2019
2192,CRC164798,Under 5l/s,Bulk Import 25/01/2210,CH\KatieSi,25/01/2019,30/06/2019
2193,CRC164803,Complicated Allocation,Bulk Import 25/01/2211,CH\KatieSi,25/01/2019,30/06/2019
2194,CRC164826,Complicated Allocation,Bulk Import 25/01/2212,CH\KatieSi,25/01/2019,30/06/2019
2195,CRC164844,Under 5l/s,Bulk Import 25/01/2213,CH\KatieSi,25/01/2019,30/06/2019
2196,CRC164847,Under 5l/s,Bulk Import 25/01/2214,CH\KatieSi,25/01/2019,30/06/2019
2197,CRC164983,Under 5l/s,Bulk Import 25/01/2215,CH\KatieSi,25/01/2019,30/06/2019
2198,CRC165044,Associated Permits Confirmed,Bulk Import 25/01/2216,CH\KatieSi,25/01/2019,30/06/2019
2199,CRC165047,Associated Permits Assumed,Bulk Import 25/01/2217,CH\KatieSi,25/01/2019,30/06/2019
2200,CRC165153,Consents with Associated WAPS,Bulk Import 25/01/2218,CH\KatieSi,25/01/2019,30/06/2019
2201,CRC165168,Under 5l/s,Bulk Import 25/01/2219,CH\KatieSi,25/01/2019,30/06/2019
2202,CRC165184,Associated Permits Assumed,Bulk Import 25/01/2220,CH\KatieSi,25/01/2019,30/06/2019
2203,CRC165190,Complicated Allocation,Bulk Import 25/01/2221,CH\KatieSi,25/01/2019,30/06/2019
2204,CRC165206,Under 5l/s,Bulk Import 25/01/2222,CH\KatieSi,25/01/2019,30/06/2019
2205,CRC165292,Complicated Allocation,Bulk Import 25/01/2223,CH\KatieSi,25/01/2019,30/06/2019
2206,CRC165293,Complicated Allocation,Bulk Import 25/01/2224,CH\KatieSi,25/01/2019,30/06/2019
2207,CRC165294,Under 5l/s,Bulk Import 25/01/2225,CH\KatieSi,25/01/2019,30/06/2019
2208,CRC165390,Associated Permits Assumed,Bulk Import 25/01/2226,CH\KatieSi,25/01/2019,30/06/2019
2209,CRC165420,Under 5l/s,Bulk Import 25/01/2227,CH\KatieSi,25/01/2019,30/06/2019
2210,CRC165430,Consents with Associated WAPS,Bulk Import 25/01/2228,CH\KatieSi,25/01/2019,30/06/2019
2211,CRC165491,Consents with Associated WAPS,Bulk Import 25/01/2229,CH\KatieSi,25/01/2019,30/06/2019
2212,CRC165518,Associated Permits Assumed,Bulk Import 25/01/2230,CH\KatieSi,25/01/2019,30/06/2019
2213,CRC165524,Consents with Associated WAPS,Bulk Import 25/01/2231,CH\KatieSi,25/01/2019,30/06/2019
2214,CRC165545,Associated Permits Assumed,Bulk Import 25/01/2232,CH\KatieSi,25/01/2019,30/06/2019
2215,CRC165555,Consents with Associated WAPS,Bulk Import 25/01/2233,CH\KatieSi,25/01/2019,30/06/2019
2216,CRC165595,Regionally Significant,Bulk Import 25/01/2234,CH\KatieSi,25/01/2019,30/06/2019
2217,CRC165613,Regionally Significant,Bulk Import 25/01/2235,CH\KatieSi,25/01/2019,30/06/2019
2218,CRC165657,Complicated Allocation,Bulk Import 25/01/2236,CH\KatieSi,25/01/2019,30/06/2019
2219,CRC165680,Associated Permits Confirmed,Bulk Import 25/01/2237,CH\KatieSi,25/01/2019,30/06/2019
2220,CRC165683,Under 5l/s,Bulk Import 25/01/2238,CH\KatieSi,25/01/2019,30/06/2019
2221,CRC165713,Under 5l/s,Bulk Import 25/01/2239,CH\KatieSi,25/01/2019,30/06/2019
2222,CRC165793,Under 5l/s,Bulk Import 25/01/2240,CH\KatieSi,25/01/2019,30/06/2019
2223,CRC165834,Regionally Significant,Bulk Import 25/01/2241,CH\KatieSi,25/01/2019,30/06/2019
2224,CRC165840,Complicated Allocation,Bulk Import 25/01/2242,CH\KatieSi,25/01/2019,30/06/2019
2225,CRC165880,Complicated Allocation,Bulk Import 25/01/2243,CH\KatieSi,25/01/2019,30/06/2019
2226,CRC165881,Associated Permits Confirmed,Bulk Import 25/01/2244,CH\KatieSi,25/01/2019,30/06/2019
2227,CRC165901,Complicated Allocation,Bulk Import 25/01/2245,CH\KatieSi,25/01/2019,30/06/2019
2228,CRC165959,Under 5l/s,Bulk Import 25/01/2246,CH\KatieSi,25/01/2019,30/06/2019
2229,CRC166017,Associated Permits Confirmed,Bulk Import 25/01/2247,CH\KatieSi,25/01/2019,30/06/2019
2230,CRC166025,Under 5l/s,Bulk Import 25/01/2248,CH\KatieSi,25/01/2019,30/06/2019
2231,CRC166046,Consents with Associated WAPS,Bulk Import 25/01/2249,CH\KatieSi,25/01/2019,30/06/2019
2232,CRC166054,Regionally Significant,Bulk Import 25/01/2250,CH\KatieSi,25/01/2019,30/06/2019
2233,CRC166153,Complicated Allocation,Bulk Import 25/01/2251,CH\KatieSi,25/01/2019,30/06/2019
2234,CRC166160,Consents with Associated WAPS,Bulk Import 25/01/2252,CH\KatieSi,25/01/2019,30/06/2019
2235,CRC166169,Consents with Associated WAPS,Bulk Import 25/01/2253,CH\KatieSi,25/01/2019,30/06/2019
2236,CRC166180,Consents with Associated WAPS,Bulk Import 25/01/2254,CH\KatieSi,25/01/2019,30/06/2019
2237,CRC166206,Under 5l/s,Bulk Import 25/01/2255,CH\KatieSi,25/01/2019,30/06/2019
2238,CRC166218,Complicated Allocation,Bulk Import 25/01/2256,CH\KatieSi,25/01/2019,30/06/2019
2239,CRC166228,Complicated Allocation,Bulk Import 25/01/2257,CH\KatieSi,25/01/2019,30/06/2019
2240,CRC166285,Under 5l/s,Bulk Import 25/01/2258,CH\KatieSi,25/01/2019,30/06/2019
2241,CRC166383,Consents with Associated WAPS,Bulk Import 25/01/2259,CH\KatieSi,25/01/2019,30/06/2019
2242,CRC166580,Regionally Significant,Bulk Import 25/01/2260,CH\KatieSi,25/01/2019,30/06/2019
2243,CRC166586,Consents with Associated WAPS,Bulk Import 25/01/2261,CH\KatieSi,25/01/2019,30/06/2019
2244,CRC166592,Regionally Significant,Bulk Import 25/01/2262,CH\KatieSi,25/01/2019,30/06/2019
2245,CRC166677,Regionally Significant,Bulk Import 25/01/2263,CH\KatieSi,25/01/2019,30/06/2019
2246,CRC166685,Under 5l/s,Bulk Import 25/01/2264,CH\KatieSi,25/01/2019,30/06/2019
2247,CRC166750,Under 5l/s,Bulk Import 25/01/2265,CH\KatieSi,25/01/2019,30/06/2019
2248,CRC166788,Complicated Allocation,Bulk Import 25/01/2266,CH\KatieSi,25/01/2019,30/06/2019
2249,CRC166838,Complicated Allocation,Bulk Import 25/01/2267,CH\KatieSi,25/01/2019,30/06/2019
2250,CRC166841,Complicated Allocation,Bulk Import 25/01/2268,CH\KatieSi,25/01/2019,30/06/2019
2251,CRC166843,Consents with Associated WAPS,Bulk Import 25/01/2269,CH\KatieSi,25/01/2019,30/06/2019
2252,CRC166856,Under 5l/s,Bulk Import 25/01/2270,CH\KatieSi,25/01/2019,30/06/2019
2253,CRC166870,Consents with Associated WAPS,Bulk Import 25/01/2271,CH\KatieSi,25/01/2019,30/06/2019
2254,CRC166891,Associated Permits Confirmed,Bulk Import 25/01/2272,CH\KatieSi,25/01/2019,30/06/2019
2255,CRC166892,Associated Permits Confirmed,Bulk Import 25/01/2273,CH\KatieSi,25/01/2019,30/06/2019
2256,CRC166897,Complicated Allocation,Bulk Import 25/01/2274,CH\KatieSi,25/01/2019,30/06/2019
2257,CRC166941,Complicated Allocation,Bulk Import 25/01/2275,CH\KatieSi,25/01/2019,30/06/2019
2258,CRC167004,Complicated Allocation,Bulk Import 25/01/2276,CH\KatieSi,25/01/2019,30/06/2019
2259,CRC167033,Under 5l/s,Bulk Import 25/01/2277,CH\KatieSi,25/01/2019,30/06/2019
2260,CRC167125,Complicated Allocation,Bulk Import 25/01/2278,CH\KatieSi,25/01/2019,30/06/2019
2261,CRC167126,Complicated Allocation,Bulk Import 25/01/2279,CH\KatieSi,25/01/2019,30/06/2019
2262,CRC167182,Complicated Allocation,Bulk Import 25/01/2280,CH\KatieSi,25/01/2019,30/06/2019
2263,CRC167189,Under 5l/s,Bulk Import 25/01/2281,CH\KatieSi,25/01/2019,30/06/2019
2264,CRC167197,Complicated Allocation,Bulk Import 25/01/2282,CH\KatieSi,25/01/2019,30/06/2019
2265,CRC167218,Regionally Significant,Bulk Import 25/01/2283,CH\KatieSi,25/01/2019,30/06/2019
2266,CRC167260,Regionally Significant,Bulk Import 25/01/2284,CH\KatieSi,25/01/2019,30/06/2019
2267,CRC167262,Regionally Significant,Bulk Import 25/01/2285,CH\KatieSi,25/01/2019,30/06/2019
2268,CRC167293,Complicated Allocation,Bulk Import 25/01/2286,CH\KatieSi,25/01/2019,30/06/2019
2269,CRC167329,Under 5l/s,Bulk Import 25/01/2287,CH\KatieSi,25/01/2019,30/06/2019
2270,CRC167359,Regionally Significant,Bulk Import 25/01/2288,CH\KatieSi,25/01/2019,30/06/2019
2271,CRC167366,Complicated Allocation,Bulk Import 25/01/2289,CH\KatieSi,25/01/2019,30/06/2019
2272,CRC167482,Under 5l/s,Bulk Import 25/01/2290,CH\KatieSi,25/01/2019,30/06/2019
2273,CRC167503,Consents with Associated WAPS,Bulk Import 25/01/2291,CH\KatieSi,25/01/2019,30/06/2019
2274,CRC167575,Under 5l/s,Bulk Import 25/01/2292,CH\KatieSi,25/01/2019,30/06/2019
2275,CRC167577,Under 5l/s,Bulk Import 25/01/2293,CH\KatieSi,25/01/2019,30/06/2019
2276,CRC167585,Associated Permits Assumed,Bulk Import 25/01/2294,CH\KatieSi,25/01/2019,30/06/2019
2277,CRC167619,Complicated Allocation,Bulk Import 25/01/2295,CH\KatieSi,25/01/2019,30/06/2019
2278,CRC167631,Under 5l/s,Bulk Import 25/01/2296,CH\KatieSi,25/01/2019,30/06/2019
2279,CRC167634,Under 5l/s,Bulk Import 25/01/2297,CH\KatieSi,25/01/2019,30/06/2019
2280,CRC167640,Consents with Associated WAPS,Bulk Import 25/01/2298,CH\KatieSi,25/01/2019,30/06/2019
2281,CRC167644,Regionally Significant,Bulk Import 25/01/2299,CH\KatieSi,25/01/2019,30/06/2019
2282,CRC167732,Associated Permits Assumed,Bulk Import 25/01/2300,CH\KatieSi,25/01/2019,30/06/2019
2283,CRC167754,Complicated Allocation,Bulk Import 25/01/2301,CH\KatieSi,25/01/2019,30/06/2019
2284,CRC167770,Complicated Allocation,Bulk Import 25/01/2302,CH\KatieSi,25/01/2019,30/06/2019
2285,CRC167773,Under 5l/s,Bulk Import 25/01/2303,CH\KatieSi,25/01/2019,30/06/2019
2286,CRC167802,Under 5l/s,Bulk Import 25/01/2304,CH\KatieSi,25/01/2019,30/06/2019
2287,CRC167817,Complicated Allocation,Bulk Import 25/01/2305,CH\KatieSi,25/01/2019,30/06/2019
2288,CRC167852,Under 5l/s,Bulk Import 25/01/2306,CH\KatieSi,25/01/2019,30/06/2019
2289,CRC167902,Associated Permits Assumed,Bulk Import 25/01/2307,CH\KatieSi,25/01/2019,30/06/2019
2290,CRC167966,Associated Permits Assumed,Bulk Import 25/01/2308,CH\KatieSi,25/01/2019,30/06/2019
2291,CRC167981,Under 5l/s,Bulk Import 25/01/2309,CH\KatieSi,25/01/2019,30/06/2019
2292,CRC168035,Consents with Associated WAPS,Bulk Import 25/01/2310,CH\KatieSi,25/01/2019,30/06/2019
2293,CRC168076,Complicated Allocation,Bulk Import 25/01/2311,CH\KatieSi,25/01/2019,30/06/2019
2294,CRC168088,Consents with Associated WAPS,Bulk Import 25/01/2312,CH\KatieSi,25/01/2019,30/06/2019
2295,CRC168105,Regionally Significant,Bulk Import 25/01/2313,CH\KatieSi,25/01/2019,30/06/2019
2296,CRC168144,Associated Permits Confirmed,Bulk Import 25/01/2314,CH\KatieSi,25/01/2019,30/06/2019
2297,CRC168161,Complicated Allocation,Bulk Import 25/01/2315,CH\KatieSi,25/01/2019,30/06/2019
2298,CRC168172,Under 5l/s,Bulk Import 25/01/2316,CH\KatieSi,25/01/2019,30/06/2019
2299,CRC168199,Consents with Associated WAPS,Bulk Import 25/01/2317,CH\KatieSi,25/01/2019,30/06/2019
2300,CRC168209,Associated Permits Assumed,Bulk Import 25/01/2318,CH\KatieSi,25/01/2019,30/06/2019
2301,CRC168250,Under 5l/s,Bulk Import 25/01/2319,CH\KatieSi,25/01/2019,30/06/2019
2302,CRC168251,Under 5l/s,Bulk Import 25/01/2320,CH\KatieSi,25/01/2019,30/06/2019
2303,CRC168255,Complicated Allocation,Bulk Import 25/01/2321,CH\KatieSi,25/01/2019,30/06/2019
2304,CRC168287,Associated Permits Confirmed,Bulk Import 25/01/2322,CH\KatieSi,25/01/2019,30/06/2019
2305,CRC168335,Regionally Significant,Bulk Import 25/01/2323,CH\KatieSi,25/01/2019,30/06/2019
2306,CRC168346,Complicated Allocation,Bulk Import 25/01/2324,CH\KatieSi,25/01/2019,30/06/2019
2307,CRC168363,Complicated Allocation,Bulk Import 25/01/2325,CH\KatieSi,25/01/2019,30/06/2019
2308,CRC168423,Under 5l/s,Bulk Import 25/01/2326,CH\KatieSi,25/01/2019,30/06/2019
2309,CRC168521,Consents with Associated WAPS,Bulk Import 25/01/2327,CH\KatieSi,25/01/2019,30/06/2019
2310,CRC168567,Consents with Associated WAPS,Bulk Import 25/01/2328,CH\KatieSi,25/01/2019,30/06/2019
2311,CRC168577,Associated Permits Assumed,Bulk Import 25/01/2329,CH\KatieSi,25/01/2019,30/06/2019
2312,CRC168590,Complicated Allocation,Bulk Import 25/01/2330,CH\KatieSi,25/01/2019,30/06/2019
2313,CRC168660,Complicated Allocation,Bulk Import 25/01/2331,CH\KatieSi,25/01/2019,30/06/2019
2314,CRC168691,Consents with Associated WAPS,Bulk Import 25/01/2332,CH\KatieSi,25/01/2019,30/06/2019
2315,CRC168696,Complicated Allocation,Bulk Import 25/01/2333,CH\KatieSi,25/01/2019,30/06/2019
2316,CRC168716,Under 5l/s,Bulk Import 25/01/2334,CH\KatieSi,25/01/2019,30/06/2019
2317,CRC168743,Complicated Allocation,Bulk Import 25/01/2335,CH\KatieSi,25/01/2019,30/06/2019
2318,CRC168749,Complicated Allocation,Bulk Import 25/01/2336,CH\KatieSi,25/01/2019,30/06/2019
2319,CRC168820,Under 5l/s,Bulk Import 25/01/2337,CH\KatieSi,25/01/2019,30/06/2019
2320,CRC168874,Complicated Allocation,Bulk Import 25/01/2338,CH\KatieSi,25/01/2019,30/06/2019
2321,CRC168911,Complicated Allocation,Bulk Import 25/01/2339,CH\KatieSi,25/01/2019,30/06/2019
2322,CRC168918,Under 5l/s,Bulk Import 25/01/2340,CH\KatieSi,25/01/2019,30/06/2019
2323,CRC168975,Consents with Associated WAPS,Bulk Import 25/01/2341,CH\KatieSi,25/01/2019,30/06/2019
2324,CRC168994,Under 5l/s,Bulk Import 25/01/2342,CH\KatieSi,25/01/2019,30/06/2019
2325,CRC169257,Consents with Associated WAPS,Bulk Import 25/01/2343,CH\KatieSi,25/01/2019,30/06/2019
2326,CRC169360,Associated Permits Assumed,Bulk Import 25/01/2344,CH\KatieSi,25/01/2019,30/06/2019
2327,CRC169370,Consents with Associated WAPS,Bulk Import 25/01/2345,CH\KatieSi,25/01/2019,30/06/2019
2328,CRC169467,Regionally Significant,Bulk Import 25/01/2346,CH\KatieSi,25/01/2019,30/06/2019
2329,CRC169499,Regionally Significant,Bulk Import 25/01/2347,CH\KatieSi,25/01/2019,30/06/2019
2330,CRC169502,Regionally Significant,Bulk Import 25/01/2348,CH\KatieSi,25/01/2019,30/06/2019
2331,CRC169504,Regionally Significant,Bulk Import 25/01/2349,CH\KatieSi,25/01/2019,30/06/2019
2332,CRC169507,Complicated Allocation,Bulk Import 25/01/2350,CH\KatieSi,25/01/2019,30/06/2019
2333,CRC169508,Complicated Allocation,Bulk Import 25/01/2351,CH\KatieSi,25/01/2019,30/06/2019
2334,CRC169510,Regionally Significant,Bulk Import 25/01/2352,CH\KatieSi,25/01/2019,30/06/2019
2335,CRC169512,Complicated Allocation,Bulk Import 25/01/2353,CH\KatieSi,25/01/2019,30/06/2019
2336,CRC169548,Under 5l/s,Bulk Import 25/01/2354,CH\KatieSi,25/01/2019,30/06/2019
2337,CRC169591,Consents with Associated WAPS,Bulk Import 25/01/2355,CH\KatieSi,25/01/2019,30/06/2019
2338,CRC169592,Under 5l/s,Bulk Import 25/01/2356,CH\KatieSi,25/01/2019,30/06/2019
2339,CRC169605,Consents with Associated WAPS,Bulk Import 25/01/2357,CH\KatieSi,25/01/2019,30/06/2019
2340,CRC169611,Under 5l/s,Bulk Import 25/01/2358,CH\KatieSi,25/01/2019,30/06/2019
2341,CRC169641,Under 5l/s,Bulk Import 25/01/2359,CH\KatieSi,25/01/2019,30/06/2019
2342,CRC169651,Associated Permits Assumed,Bulk Import 25/01/2360,CH\KatieSi,25/01/2019,30/06/2019
2343,CRC169671,Consents with Associated WAPS,Bulk Import 25/01/2361,CH\KatieSi,25/01/2019,30/06/2019
2344,CRC169673,Complicated Allocation,Bulk Import 25/01/2362,CH\KatieSi,25/01/2019,30/06/2019
2345,CRC169734,Associated Permits Confirmed,Bulk Import 25/01/2363,CH\KatieSi,25/01/2019,30/06/2019
2346,CRC169827,Consents with Associated WAPS,Bulk Import 25/01/2364,CH\KatieSi,25/01/2019,30/06/2019
2347,CRC169866,Associated Permits Confirmed,Bulk Import 25/01/2365,CH\KatieSi,25/01/2019,30/06/2019
2348,CRC169869,Consents with Associated WAPS,Bulk Import 25/01/2366,CH\KatieSi,25/01/2019,30/06/2019
2349,CRC169870,Under 5l/s,Bulk Import 25/01/2367,CH\KatieSi,25/01/2019,30/06/2019
2350,CRC169884,Consents with Associated WAPS,Bulk Import 25/01/2368,CH\KatieSi,25/01/2019,30/06/2019
2351,CRC169931,Complicated Allocation,Bulk Import 25/01/2369,CH\KatieSi,25/01/2019,30/06/2019
